frame	cX	cY	area	minI	maxI	meanI	video
1346	1563	500	3.5	111.0	150.0	38.07692307692308	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/11Oct25/11oct2025_DD_T1/11oct2025_DD_T1_part001.mp4
5058	994	500	3.5	169.0	246.0	242.375	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/11Oct25/11oct2025_DD_T1/11oct2025_DD_T1_part001.mp4
5060	995	500	7.0	116.0	179.0	240.61538461538464	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/11Oct25/11oct2025_DD_T1/11oct2025_DD_T1_part001.mp4
5059	994	500	6.0	115.0	178.0	251.8181818181818	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/11Oct25/11oct2025_DD_T1/11oct2025_DD_T1_part001.mp4
5057	993	499	5.5	124.0	175.0	247.8181818181818	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/11Oct25/11oct2025_DD_T1/11oct2025_DD_T1_part001.mp4
5061	995	500	8.0	111.0	179.0	233.46666666666667	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/11Oct25/11oct2025_DD_T1/11oct2025_DD_T1_part001.mp4
5067	996	499	3.5	126.0	179.0	236.2222222222222	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/11Oct25/11oct2025_DD_T1/11oct2025_DD_T1_part001.mp4
5064	995	499	6.0	112.0	177.0	215.91666666666666	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/11Oct25/11oct2025_DD_T1/11oct2025_DD_T1_part001.mp4
5063	995	499	7.5	123.0	178.0	240.07142857142856	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/11Oct25/11oct2025_DD_T1/11oct2025_DD_T1_part001.mp4
5068	996	499	4.5	114.0	179.0	210.36363636363637	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/11Oct25/11oct2025_DD_T1/11oct2025_DD_T1_part001.mp4
5069	996	498	4.0	143.0	167.0	208.9	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/11Oct25/11oct2025_DD_T1/11oct2025_DD_T1_part001.mp4
5065	996	499	7.0	112.0	177.0	233.6923076923077	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/11Oct25/11oct2025_DD_T1/11oct2025_DD_T1_part001.mp4
5066	996	499	7.0	111.0	178.0	233.84615384615387	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/11Oct25/11oct2025_DD_T1/11oct2025_DD_T1_part001.mp4
5062	995	500	9.0	113.0	179.0	218.5625	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/11Oct25/11oct2025_DD_T1/11oct2025_DD_T1_part001.mp4
5071	997	498	5.0	116.0	167.0	135.9090909090909	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/11Oct25/11oct2025_DD_T1/11oct2025_DD_T1_part001.mp4
5073	997	499	1.5	112.0	151.0	175.60000000000002	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/11Oct25/11oct2025_DD_T1/11oct2025_DD_T1_part001.mp4
5070	996	498	5.0	126.0	173.0	194.9090909090909	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/11Oct25/11oct2025_DD_T1/11oct2025_DD_T1_part001.mp4
5072	996	499	3.5	122.0	169.0	188.625	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/11Oct25/11oct2025_DD_T1/11oct2025_DD_T1_part001.mp4
