frame	cX	cY	area	minI	maxI	meanI	video
26989	1292	75	4.5	126.0	178.0	249.60000000000002	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
26990	1293	74	8.5	112.0	179.0	245.46666666666667	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
26988	1292	75	6.5	115.0	179.0	244.6923076923077	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
26987	1292	75	5.0	136.0	177.0	245.72727272727275	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
26986	1292	75	6.0	121.0	179.0	247.53846153846155	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
26985	1292	75	1.5	118.0	175.0	253.60000000000002	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
26995	1294	73	7.0	113.0	179.0	239.92307692307693	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
26992	1293	75	5.0	118.0	179.0	245.1818181818182	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
26998	1295	73	5.0	113.0	168.0	244.5	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
26994	1294	73	2.0	147.0	177.0	253.0	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
26997	1295	73	5.0	113.0	168.0	244.5	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
26996	1294	73	7.0	113.0	179.0	239.92307692307693	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
26993	1294	74	4.5	114.0	178.0	252.77777777777777	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
26991	1293	75	7.5	126.0	178.0	243.57142857142856	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
27005	1297	72	1.5	116.0	156.0	250.0	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
27003	1296	72	1.5	120.0	155.0	251.8	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
27006	1296	72	2.5	112.0	171.0	246.28571428571428	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
27004	1296	72	1.5	125.0	140.0	250.20000000000002	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
27002	1296	72	2.0	121.0	156.0	244.5	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
27000	1295	73	4.0	114.0	177.0	254.0	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
27001	1295	73	1.5	124.0	172.0	251.20000000000002	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
26999	1295	73	5.5	111.0	173.0	244.91666666666666	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
27007	1297	72	1.5	119.0	151.0	255.0	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
27024	1290	100	2.5	130.0	170.0	240.16666666666666	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
27029	1290	100	1.5	126.0	168.0	241.4	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
27028	1290	100	2.0	120.0	162.0	239.66666666666666	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
27027	1290	100	2.0	118.0	150.0	243.0	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
27026	1290	100	2.0	118.0	150.0	243.0	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
27025	1290	100	2.5	111.0	172.0	233.5	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
29130	1305	54	4.5	117.0	171.0	249.8181818181818	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
29134	1306	53	6.5	115.0	178.0	249.92857142857142	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
29133	1305	52	8.5	103.0	178.0	249.06666666666666	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
29133	1305	52	2.0	103.0	178.0	249.20000000000002	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
29132	1305	53	9.5	125.0	178.0	232.625	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
29131	1306	53	3.5	119.0	163.0	248.125	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
29142	1306	53	2.5	112.0	152.0	250.7142857142857	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
29136	1305	53	8.5	115.0	176.0	235.66666666666666	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
29140	1305	53	5.0	115.0	172.0	245.63636363636365	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
29138	1305	52	8.0	111.0	162.0	248.86666666666667	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
29139	1305	53	10.0	94.0	175.0	236.64705882352942	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
29139	1305	52	2.0	94.0	169.0	229.60000000000002	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
29135	1305	52	12.0	117.0	178.0	247.55	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
29143	1305	54	4.5	111.0	166.0	254.4	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
29146	1304	54	1.5	124.0	156.0	253.16666666666666	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
29145	1304	54	1.5	124.0	156.0	253.16666666666666	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
29144	1305	54	4.5	111.0	166.0	254.4	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part05.mp4
67227	501	5	12.5	120.0	179.0	243.20000000000002	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
67229	501	5	12.5	113.0	179.0	236.20000000000002	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
67228	501	5	14.5	117.0	178.0	242.3913043478261	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
67225	501	5	12.5	112.0	177.0	237.36842105263156	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
67223	501	4	3.0	113.0	170.0	243.0	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
67226	501	5	13.0	111.0	177.0	241.95000000000002	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
67224	501	5	5.5	116.0	178.0	248.45454545454547	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
67230	501	5	12.5	118.0	179.0	243.35000000000002	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
67235	500	7	5.0	124.0	179.0	249.60000000000002	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
67234	501	6	6.5	116.0	178.0	243.6923076923077	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
67233	501	6	10.0	134.0	179.0	241.52941176470588	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
67232	501	6	10.5	111.0	179.0	243.11764705882354	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
67236	500	7	5.0	131.0	177.0	245.60000000000002	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
67231	501	6	13.0	119.0	178.0	240.05	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
67237	500	7	6.0	118.0	179.0	242.0909090909091	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
67239	500	7	3.5	119.0	161.0	254.75	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
67238	500	7	3.5	119.0	161.0	254.75	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
67240	500	7	4.0	132.0	174.0	234.25	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
72386	547	40	2.0	140.0	152.0	254.16666666666666	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
72387	547	40	6.0	113.0	176.0	239.08333333333331	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
72388	547	40	7.0	112.0	178.0	245.26666666666665	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
72389	547	40	12.5	112.0	179.0	243.57142857142856	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
72397	545	41	7.5	129.0	178.0	243.35714285714283	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
72393	545	40	11.5	126.0	179.0	244.25	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
72391	546	39	13.5	113.0	178.0	243.54545454545456	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
72394	545	40	10.5	115.0	179.0	249.94736842105263	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
72390	546	40	11.5	113.0	178.0	251.15	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
72395	545	40	12.0	115.0	176.0	247.3	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
72396	545	40	10.5	117.0	179.0	247.44444444444443	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
72392	545	40	10.0	124.0	179.0	247.5	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/13Apr25/041325PA_control/041325PA_control_part06.mp4
