frame	cX	cY	area	minI	maxI	meanI	video
32353	1115	200	2.5	111.0	158.0	252.875	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
32352	1114	200	4.0	115.0	179.0	240.33333333333331	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
32351	1115	201	1.5	117.0	174.0	199.5	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
32350	1112	202	1.5	116.0	168.0	200.8	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
32354	1114	201	1.5	114.0	130.0	166.60000000000002	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
32408	1020	228	13.5	117.0	179.0	246.04761904761904	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
32407	1020	228	11.5	116.0	179.0	249.4736842105263	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
32406	1019	227	8.5	116.0	177.0	224.73333333333332	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
32409	1020	228	14.5	116.0	178.0	244.63636363636365	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
32411	1020	228	14.0	115.0	178.0	247.6086956521739	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
32412	1020	229	12.5	120.0	179.0	249.1052631578947	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
32413	1020	229	14.5	124.0	179.0	247.1818181818182	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
32410	1020	228	17.0	114.0	179.0	247.68	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
32415	1018	229	5.0	114.0	179.0	244.1818181818182	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
32416	1018	229	5.0	114.0	179.0	244.1818181818182	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
32417	1018	229	4.5	111.0	178.0	241.91666666666666	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
32414	1019	229	11.5	114.0	179.0	248.0	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35596	702	89	3.0	126.0	176.0	250.5	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35597	702	90	7.5	116.0	178.0	250.64285714285714	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35594	701	86	1.5	117.0	171.0	195.8	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35605	704	93	32.0	120.0	179.0	250.80851063829786	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35600	703	92	23.5	113.0	179.0	247.91891891891893	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35599	703	92	19.0	125.0	179.0	244.8125	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35603	704	93	32.5	117.0	179.0	248.8125	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35602	704	93	31.5	116.0	179.0	247.12765957446808	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35601	703	92	26.0	111.0	179.0	251.75	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35604	704	93	33.5	112.0	179.0	248.95918367346937	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35598	703	92	17.5	115.0	179.0	239.26666666666665	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35612	703	92	26.0	111.0	179.0	247.3658536585366	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35609	704	93	35.5	111.0	179.0	251.23529411764704	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35607	704	93	32.5	115.0	179.0	251.20833333333331	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35608	704	93	31.5	113.0	179.0	249.33333333333331	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35613	704	93	30.5	113.0	179.0	250.02173913043478	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35613	1241	155	4.5	113.0	173.0	223.54545454545456	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35606	704	93	34.5	111.0	179.0	250.14000000000001	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35611	703	93	30.0	119.0	179.0	250.88888888888889	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35610	703	93	30.5	111.0	179.0	250.54347826086956	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35620	703	91	15.5	127.0	179.0	247.84615384615387	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35615	703	92	26.0	113.0	179.0	246.53658536585365	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35616	703	92	27.0	122.0	179.0	247.2380952380952	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35618	703	92	23.5	122.0	179.0	244.39473684210526	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35619	703	91	20.5	113.0	179.0	246.3548387096774	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35621	703	91	17.5	118.0	179.0	243.85714285714283	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
35614	703	92	26.0	115.0	179.0	248.02439024390245	/home/local/ADS/oakley/labdata/users/McKinley/Panama2025/14Apr25/041425PA_experimental/041425PA_experimental_part04.mp4
